TITLES
S&S Hotels and Suites Fresh Graduate & Exp. Job Recruitment (5 Positions) - UPDATED | Hot Nigerian Jobs.
Automobile Technician at Coscharis Group Limited - Lagos | Hot Nigerian Jobs.
Fuel Attendant/Depot Representative at a Medium Telecommunications Engineering and Oil & Gas Servicing Company | Hot Nigerian Jobs.
Filling Station Fuel Attendant at a Medium Telecommunications Engineering and Oil & Gas Servicing Company | Hot Nigerian Jobs.
Procurement Officer at Plan International | Hot Nigerian Jobs.
Food Security Programme Manager (M/F) at Secours Islamique France | Hot Nigerian Jobs.
Entry-level Massive Teller Recruitment at Workforce Group - (Over 50 Positions) | Hot Nigerian Jobs.
Internal Control Manager at Machineyard.com.ng | Hot Nigerian Jobs.
Food Quality Control and Quality Assurance Officer at Petronella Nigeria Limited | Hot Nigerian Jobs.
Entry-level Business Officer at Adron Homes & Properties Limited | Hot Nigerian Jobs.
Housing Manager/Officer at Candour Consult | Hot Nigerian Jobs.
Restaurant Manager at Petronella Nigeria Limited | Hot Nigerian Jobs.
Chef at Chibeco Oil and Gas Nigeria Limited | Hot Nigerian Jobs.
Financial Controller at a Leading Microfinance Bank - Knowledgepool Consulting Limited | Hot Nigerian Jobs.
Office Administrator at Candour Consult | Hot Nigerian Jobs.
Ticketing and Reservation Officer at Finchglow Travels Limited | Hot Nigerian Jobs.
Head, Risk Management at Deloitte Nigeria | Hot Nigerian Jobs.
Sales Manager - Western Africa at Cargill Nigeria | Hot Nigerian Jobs.
Saturday Book Club Intern at Young Readers Library | Hot Nigerian Jobs.
Candour Consult Fresh Job Recruitment (3 Positions) | Hot Nigerian Jobs.
SSHE Coordinator at Amaiden Energy Nigeria Limited | Hot Nigerian Jobs.
Finance/Accounting Manager at Plan International | Hot Nigerian Jobs.
Graduate Admin Officer at a Medium Telecommunications Engineering and Oil & Gas Servicing Company | Hot Nigerian Jobs.
African Development Bank Group (AfDB) Fresh Job Recruitment (6 Positions) | Hot Nigerian Jobs.
Regional Associate at Softcom Limited | Hot Nigerian Jobs.
Guest Service Agent at Amber Residence Limited | Hot Nigerian Jobs.
Research and Training Executive at Attainables Educating and Entertaining Limited | Hot Nigerian Jobs.
TGI Group of Companies Management Trainee Program 2018 | Hot Nigerian Jobs.
Catering & Hospitality Supervisor at Greensprings School | Hot Nigerian Jobs.
Quality Analysts at Ladgroup Limited | Hot Nigerian Jobs.
Home Appliances Technician at Central Realties Limited | Hot Nigerian Jobs.
Male Litigation Officer/Executive at D. A. Awosika & Partners LLP | Hot Nigerian Jobs.
Generator Technicians at Ladgroup Limited - Lagos & Ogun | Hot Nigerian Jobs.
Consultant at the Maternal, New-born and Child Health Programme (MNCH2) - Kaduna, Kano, Yobe  | Hot Nigerian Jobs.
Entry-level Sales Representative at a Leading Insurance Company | Hot Nigerian Jobs.
Marketing and Sales Specialist at a Real Estate and Construction Company - De Sure-fraimz Total Investment Limited | Hot Nigerian Jobs.
General Legal Counsel at the Organization of the Petroleum Exporting Countries (OPEC) - UPDATED | Hot Nigerian Jobs.
Graduate Sales Representatives at Sales Force Consulting | Hot Nigerian Jobs.
Plumber at a Reputable Group of Companies | Hot Nigerian Jobs.
Entry-level Female Marketing Executives at Ultra Media Solutions Limited | Hot Nigerian Jobs.
Restaurant Supervisors at Leatherworld Nigeria Limited | Hot Nigerian Jobs.
Marketing and Recovery Officers at a Reputable Microfinance Bank | Hot Nigerian Jobs.
Aids Healthcare Foundation (AHF) Fresh Job Recruitment (3 Positions) | Hot Nigerian Jobs.
AB Microfinance Bank Nigeria Limited Entry-level & Exp. Job Recruitment  | Hot Nigerian Jobs.
Mozyk Ventures Limited Fresh Job Recruitment (3 Positions) | Hot Nigerian Jobs.
Hilton Worldwide Fresh Job Recruitment (19 Positions) | Hot Nigerian Jobs.
Head of Management Information System at a Reputable Microfinance Bank | Hot Nigerian Jobs.
English Language Teacher at Noble Hall Leadership Academy | Hot Nigerian Jobs.
Medecins Sans Frontieres Latest Job Recruitment (5 Positions) - UPDATED | Hot Nigerian Jobs.
Sales Force Consulting Fresh Graduate & Exp. Job Recruitment (6 Positions) - UPDATED | Hot Nigerian Jobs.
Head Teacher/School Administrator at a World-class Standard School | Hot Nigerian Jobs.
Real Estate Business Manager at a Leading Real Estate Company - Hamilton Lloyd and Associates | Hot Nigerian Jobs.
Business Relationship Manager at the Association of Chartered Certified Accountants (ACCA) | Hot Nigerian Jobs.
Sales Representative at David Wej | Hot Nigerian Jobs.
Engineering Supervisor at Hilton Worldwide | Hot Nigerian Jobs.
Guest Relations Supervisor at Hilton Worldwide | Hot Nigerian Jobs.
ART Clinician - Otukpo (Agan) Clinic at AIDS Healthcare Foundation (AHF) | Hot Nigerian Jobs.
Consultant - Agriculture Development Project at Creative Associates International | Hot Nigerian Jobs.
Cashier at Mozyk Ventures Limited | Hot Nigerian Jobs.
Business Development Officer at Mozyk Ventures Limited | Hot Nigerian Jobs.
Social Media Officer at a Non-Governmental Organization - Springboard for Health Communication | Hot Nigerian Jobs.
Graduate Finance Assistant at a Non-Governmental Organization - Springboard for Health Communication | Hot Nigerian Jobs.
Director of Programs at a Non-Governmental Organization - Springboard for Health Communication | Hot Nigerian Jobs.
Program Officer at a Non-Governmental Organization - Springboard for Health Communication | Hot Nigerian Jobs.
Research Officer at a Reputable Non-Governmental Organization - Springboard for Health Communication | Hot Nigerian Jobs.
Virgin Forest Energy Limited Latest Job Recruitment (3 Positions) | Hot Nigerian Jobs.
Catholic Relief Services (CRS) Fresh Job Recruitment (4 Positions) - Latest Opening | Hot Nigerian Jobs.
Skin Care Specialist at Peen Nigeria Limited | Hot Nigerian Jobs.
Springboard for Health Communication Fresh Graduate & Exp. Job Recruitment (7 Positions) | Hot Nigerian Jobs.
Broadcast Journalist (Video), BBC Igbo at the BBC World Service | Hot Nigerian Jobs.
Greensprings School Fresh Graduate & Exp. Job Recruitment (5 Positions) - UPDATED | Hot Nigerian Jobs.
Action Against Hunger | ACF-International Fresh Job Recruitment (6 Positions) - UPDATED | Hot Nigerian Jobs.
BBC World Service Fresh Graduate & Exp. Job Recruitment (12 Positions) - Latest Opening | Hot Nigerian Jobs.
Executive Assistant at SD Human Resources Limited | Hot Nigerian Jobs.
Digital Marketing Excutives at Sijison Training | Hot Nigerian Jobs.
Zonal Sales Manager at Shalina Healthcare Nigeria | Hot Nigerian Jobs.
Sales & Operations Partner at a Cement Manufacturing Company - Machineyard.com.ng | Hot Nigerian Jobs.
Sale Representative (Female) at Peen Nigeria Limited | Hot Nigerian Jobs.
Laundry Supervisor at Hilton Worldwide | Hot Nigerian Jobs.
Loan Officer at Verite Microfinance Bank Limited | Hot Nigerian Jobs.
Senior Broadcast Journalist (Planning) at the BBC World Service  | Hot Nigerian Jobs.
Senior Broadcast Journalist (Social Media), Yoruba at BBC World Service | Hot Nigerian Jobs.
Graduate Trainee Recruitment - English Teacher at Greensprings School | Hot Nigerian Jobs.
Warehouse Officer at Action Against Hunger | ACF-International - Readvertised | Hot Nigerian Jobs.
Associate Consultant (Management Consulting) at Stresert Services Limited | Hot Nigerian Jobs.
Insurance Marketing Executive at Leadway Assurance Company Limited | Hot Nigerian Jobs.
Information System Specialist at Medecins Sans Frontieres | Hot Nigerian Jobs.
Database/Website Administrator at Enabled Business Solutions Limited | Hot Nigerian Jobs.
Chief Executive Officer (Health Organization) at KPMG Nigeria | Hot Nigerian Jobs.
Broadcast Journalist (Yoruba) at the BBC World Service | Hot Nigerian Jobs.
Finance and Accountant Manager at Medecins Sans Frontieres | Hot Nigerian Jobs.
01 DIRECTEUR DES RESSOURCES HUMAINES.
COMMERCIAL AGENTS D2D.
01 EROSSION/CORROSION TECHNICIAN.
translation.
Communication et Marketing (Stage).
Android Developer.
01 BOULANGER.
FIELD AND DATA OFFICER.
RECRUTEMENT ACCOUNTANT.
RECRUTEMENT COMMUNICATIONS MANAGER.
Field and Data Officer.
01 ROUSTABOUT.
Graphic Designer (Stage).
COMMERCIAL.
01 BOULANGER ARTISANAL.
01 FIELD OPERATOR.
02 ASSISTANTS MAINTENANCE TECHNICIAN.
Online marketer.
5 Brand MumCare Ambassadors.
Workforce Group Fresh Graduate Trainee Recruitment | Hot Nigerian Jobs.
Admin Officer at JVpulse.com | Hot Nigerian Jobs.
Nigerian Navy DSSC Recruitment 2017.
Amaiden Energy Nigeria Recruitment for a Graduate Electrical & Instrument Engineer.
Amaiden Energy Nigeria Recruitment for Project Engineer.
Amaiden Energy Nigeria Recruitment for UFR Transportation and Installation Engineer.
Managing Director Job at Future Moves Recruitment Agency.
Amaiden Energy Nigeria Recruitment for Rig Supervisor.
Marketing Executive.
Sales Representative - Abia.
Sales Representative - Anambra.
Female Sales / Accountant.
Marketing Executive.
Sales Executive - Delta.
Business Development Coordinator.
Deputy General Manager Job at Octopi Reprocessing Ltd.
Apply for a UNICAF Scholarship and study for a UK Master’s degree at an affordable cost.
Assistant General Manager, Sales & Marketing.
Production Manager.
Graduate ICLA Assistant Job at Norwegian Refugee Council.
Laboratory Scientist.
Marketing and Business Development Representative.
Graphic Artist.
Coronation Merchant Bank Graduate Trainee Programme 2017.
Customer Service / Credit Control Executive.
Process Artisan - Packaging Vacancy at SABMiller Plc.
World Health Organization Recruitment for Interns.
Fashion Training Instructor.
Microsoft Recruitment for Commercial Partner Leader.
Health Services Coordinator.
Monitoring and Evaluation Manager Job at Plan International.
HIV / AIDS Prevention Advisor Job at Plan International.
Human Resources & Admin Officer Vacancy at Danish Refugee Council.
Online Customer Service Representative.
Graduate Control Assurance Associate Vacancy at PricewaterhouseCooper.
Business Development Executive.
Terminal Transformation Leader Vacancy at APM Terminals.
Project Assurance Senior Associate Vacancy at PricewaterhouseCooper.
Production Manager.
Female Marketing Executive.
Accountant.
Traffic Engineer.
Lead Socio Economist.
VCE Infrastructure Engineer Vacancy at Quad Signals Limited.
Cooperate Sales Officer Job at Next Gear Homes.
Driver.
HR Consultant.
Graduate B2B Business Analyst Recruitment at ENYO Retail & Supply.
Team Member, Brand Development & Management Job at ARM Life.
Account Manager Job at Kantar Nigeria.
Vacancy at Tetra Tech for a Transaction Advisor.
Business Development Officer in a Reputable Law Firm.
Head of Finance Vacancy at Future Moves Recruitment Agency.
Hotel Manager Vacancy at Hausse Hospitality.
Part Sales Officer.
Management Consultant SAP BUSINESS ONE.
Air Freight Operation Officer.
Marketing Officer.
Executive Assistant.
Customer Service Officer.
Sales Personnel.
Project Engineer.
Rig Supervisor.
Graduate Distribution Substation Operator Job at IBEDC Plc - Kwara.
Graduate Lines Worker Job at IBEDC Plc - Osun.
Graduate Distribution Substation Operator Job at IBEDC Plc - Ogun.
Civil Engineer.
Subsurface Engineer.
Graduate Trainee Engineer.
Sales Personnel.
Accounts Officer.
Administrative Officer.
Air Freight Operation Officer.
Corporate Affairs Manager Job vacancy at Mondelez International.
Human Resource Officer.
Restaurant Manager.
Experience Camp Boss.
Call Centre Operator.
Housing Manager / Officer.
Administrative Coordinator Job at Secours Islamique France.
Bindery Operator.
Business Officer.
Kitchen Supervisor.
Marketing Officer Job at Next Gear Homes Ltd.
National Maintenance Coordinator Vacancy at SOS Childrens Villages.
Workshop Manager.
Marketer.
Automobile Mechanic.
Head Risk Management Job at Deloitte Nigeria.
Financial Controller Vacancy at Knowledgepool Consulting.
Presales / Technical Executive.
Staff Nurse / Midwife.
Ticketing and Reservation Officer.
Senior Accountant.
Sales Agent.
Human Resources / Administrative Officer.
Driver to the MD.
Sales Manager Recruitment at Cargill Nigeria.
SAP Project Manager.
Graphic Designer Vacancy at Nigeria Training Network.
TGI Group Graduate Management Trainee Program 2017.
Sales Executive.
Manager (Credit and Products Development).
Female Business Development Executive.
Experienced Executive Assistant Manager.
Plant Manager Vacancy at Global Career Company.
Production Manager.
General Legal Counsel Vacancy at OPEC.
Head, Internal Audit.
Sales Representative.
Account Officer.
Production Manager.
OPEC Recruitment for a Oil Price Analyst.
OPEC Recruitment for a PR Coordinator.
Head, Operations at Clement Ashley Consulting.
Accountant.
Multimedia Graphic Designer / Video Editor.
Staff Accountant.
Database / Website Administrator.
Reconciliation Officer.
Human Resources & Administrative Manager Job at Springboard for Health Communication.
Greensprings School Graduate Trainee Recruitment - English Teacher.
Deputy Operations Manager.
Graduate Finance Assistant Job at Springboard for Health Communication.
Social Media Officer at Springboard for Health Communication.
Digital Marketing Executive.
Executive Assistant.
Finance Assistant Job at Medecins Du Monde.
Prevention Program Manager Vacancy at AIDS Healthcare Foundation.
Graduate Trainee Cashier Job at AB Microfinance Bank.
Business Development Officer.
Cashier.
Field Marketer.
Civil Construction Project Manager.
Greensprings School Graduate Trainee Recruitment - Economics Teacher.
Driver.
Store Keeper.
Internal Controller.
Offre d'emploi - Responsable d'Exploitation chez un Micro finance.
Offre d'emploi - Section Politique, Presse et Information chez La Délégation de l'Union européenne au Cameroun.
Offre d'emploi - Dispacheurs via Melt Group.
Distribution Clerk at the US Embassy Yaoundé.
Consular Investigations Assistant at the US Embassy Yaoundé.
Graphic Artist.
Google Nigeria Graduate Business Internship Programme 2018.
Admin Officer.
Admin Officer.
Sales Agent.
Software Developer.
Data / Document Controller.
Male Assistant to GM Operations.
Business Lead Vacancy at Amaiden Energy Nigeria.
Accountant.
British American Tobacco Global Graduate Recruitment.
Direct Sales Agents.
Ongoing Recruitment at Economic and Financial Crimes Commission (EFCC}.
Business Development Manager.
Business Development Executive.
Marketing Executive.
Accounting Executive Job at Alstonia Global Services.
HR Intern.
Electrical Maintenance Supervisor Vacancy at Wartsila Marine and Power Services.
Experienced Software Developer.
Country Manager.
Office Assistant (Female).
Marketing Executive.
Stanbic IBTC Bank Recruitment at Business Development Executive - Port-Harcourt & Uyo.
Front Desk Officer.
Marketing Executive.
Procurement Supervisor Vacancy at KPMG Nigeria.
Property and Logistics Coordinator Vacancy at KPMG Nigeria.
Personal Assistant.
Management Information System Support Officer Vacancy at Dangote Group - Lagos.
Field Support Engineer Vacancy at Dangote Group - Lagos.
Field Support Engineer Vacancy at Dangote Group - Calabar.
Ongoing Recruitment at UNICEF.
Regional Sales Manager.
Business Development Officer Job at Peen Nigeria Ltd.
Recovery Assistant.
Accounts Officer.
Sales Representative.
Vendor Contracting and Invoicing Officer Vacancy at KPMG Nigeria.
Chief Executive Officer Vacancy at KPMG Nigeria.
Nigerian Foundries Limited Graduate Management Trainee Recruitment 2017.
Chinese Interpreter for Mining Work.
Engineering Job Vacancy at Onstream Group.
Experienced Thai / Chinese Waiter/Waitress.
Restaurant Supervisor.
Production Pharmacist - Niger.
International Medical Corps Job for Graduate WASH Assistant.
Hobark International Limited Recruitment for Camp Boss.
Hewlett Packard Recruitment for Trade Marketing Manager.
Management Information Systems Associate Vacancy at Chemonics International,.
Marketing Executive.
Hewlett Packard Recruitment for Supplies Partner Business Manager.
Executive Marketer.
Nursery Class Teacher needed Spring Montessori School.
Subject Teacher needed Spring Montessori School.
Dangote Group Recruitment for a Network Engineer.
Male Executive Assistant.
Gas Platform Operator.
MTN Nigeria Job for Manager, Commercial Legal.
MTN Nigeria Job Recruitment for Coordinator, Project Management.
Service Business Manager Job at Nokia.
Operations Manager (Fiber Optic Management).
Driver.
Fiber Optics Technician / Civil Assistant.
Procurement Officer.
Driver at the African Development Bank Group (AfDB) | Hot Nigerian Jobs.
Mechanical Engineer at Proten International | Hot Nigerian Jobs.
Procurement Assistant at the Federal Ministry of Agriculture and Rural Development (FMARD) - Niger | Hot Nigerian Jobs.
Procurement Assistant at the Federal Ministry of Agriculture and Rural Development (FMARD) - Anambra | Hot Nigerian Jobs.
Product Officer at Cellulant Nigeria | Hot Nigerian Jobs.
Accountant at the Federal Ministry of Agriculture and Rural Development (FMARD) - Ebonyi | Hot Nigerian Jobs.
Accountant at the Federal Ministry of Agriculture and Rural Development (FMARD) - Ogun | Hot Nigerian Jobs.
Assistant Accountant at the Federal Ministry of Agriculture and Rural Development (FMARD) - Ogun | Hot Nigerian Jobs.
Senior Agricultural Officer at the Federal Ministry of Agriculture and Rural Development (FMARD) - Ogun | Hot Nigerian Jobs.
